"Subject","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
2,5,35,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",1320,1.32,0
2,5,36,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",1345,1.345,1
2,5,37,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",1371,1.371,1
2,5,38,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",757,0.757,1
2,5,39,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",767,0.767,1
2,5,40,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",937,0.937,1
2,5,41,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",835,0.835,1
2,5,42,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",782,0.782,1
2,5,43,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",872,0.872,1
2,5,44,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",706,0.706,1
2,5,45,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",636,0.636,1
2,5,46,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",902,0.902,1
2,5,47,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",832,0.832,1
2,5,48,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",874,0.874,1
2,5,49,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",628,0.628,1
2,5,50,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",702,0.702,1
2,5,51,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",648,0.648,1
2,5,52,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",1122,1.122,1
2,5,53,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",764,0.764,1
2,5,54,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",1046,1.046,1
2,5,55,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",656,0.656,1
2,5,56,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",842,0.842,1
2,5,57,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",1237,1.237,1
2,5,58,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",1023,1.023,1
2,5,59,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",729,0.729,1
2,5,60,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",642,0.642,1
2,6,1,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",921,0.921,1
2,6,2,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",1251,1.251,1
2,6,3,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",1100,1.1,1
2,6,4,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",934,0.934,1
2,6,5,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",704,0.704,1
2,6,6,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",843,0.843,1
2,6,7,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",1173,1.173,1
2,6,8,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",735,0.735,1
2,6,9,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",713,0.713,1
2,6,10,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",963,0.963,1
2,6,11,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",813,0.813,1
2,6,12,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",663,0.663,1
2,6,13,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",641,0.641,1
2,6,14,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",1100,1.1,1
2,6,15,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",709,0.709,1
2,6,16,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",879,0.879,1
2,6,17,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",777,0.777,1
2,6,18,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",691,0.691,1
2,6,19,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",893,0.893,1
2,6,20,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",679,0.679,1
2,6,21,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",994,0.994,1
2,6,22,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",956,0.956,1
2,6,23,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",870,0.87,1
2,6,24,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",768,0.768,1
2,6,25,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",938,0.938,1
2,6,26,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",788,0.788,1
2,6,27,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",845,0.845,1
2,6,28,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",711,0.711,1
2,6,29,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",1202,1.202,0
2,6,30,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",1100,1.1,1
2,6,31,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",1190,1.19,1
2,6,32,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",1168,1.168,1
2,6,33,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",1082,1.082,1
2,6,34,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",1108,1.108,1
2,6,35,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",846,0.846,1
2,6,36,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",696,0.696,1
2,6,37,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",787,0.787,1
2,6,38,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",940,0.94,1
2,6,39,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",982,0.982,1
2,6,40,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",832,0.832,1
2,6,41,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",810,0.81,1
2,6,42,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",724,0.724,1
2,6,43,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",670,0.67,1
2,6,44,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",872,0.872,1
2,6,45,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",1107,1.107,1
2,6,46,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",1037,1.037,1
2,6,47,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",903,0.903,1
2,6,48,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",625,0.625,1
2,6,49,"S.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","n",842,0.842,1
2,6,50,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","",0,0,0
2,6,51,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",1118,1.118,1
2,6,52,"S.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","n",744,0.744,1
2,6,53,"C.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",1075,1.075,1
2,6,54,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",669,0.669,1
2,6,55,"S.bmp","Ikzelf","Matching","Self","Self","Self","Self","m",887,0.887,1
2,6,56,"T.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","n",625,0.625,1
2,6,57,"C.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",843,0.843,1
2,6,58,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",949,0.949,1
2,6,59,"C.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",1183,1.183,1
2,6,60,"T.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",1320,1.32,1
3,1,1,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","",0,0,0
3,1,2,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","",0,0,0
3,1,3,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",776,0.776,0
3,1,4,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",674,0.674,1
3,1,5,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",525,0.525,0
3,1,6,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",759,0.759,1
3,1,7,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",865,0.865,1
3,1,8,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",667,0.667,1
3,1,9,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",949,0.949,0
3,1,10,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",799,0.799,1
3,1,11,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",1177,1.177,0
3,1,12,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1443,1.443,1
3,1,13,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",844,0.844,1
3,1,14,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",870,0.87,1
3,1,15,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",737,0.737,1
3,1,16,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",699,0.699,1
3,1,17,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",645,0.645,1
3,1,18,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",879,0.879,1
3,1,19,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",1193,1.193,1
3,1,20,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",915,0.915,1
3,1,21,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",861,0.861,1
3,1,22,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",567,0.567,1
3,1,23,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",977,0.977,0
3,1,24,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",924,0.924,1
3,1,25,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",822,0.822,1
3,1,26,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",783,0.783,1
3,1,27,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",825,0.825,1
3,1,28,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",723,0.723,1
3,1,29,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",893,0.893,1
3,1,30,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",615,0.615,1
3,1,31,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",705,0.705,1
3,1,32,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",843,0.843,1
3,1,33,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",694,0.694,1
3,1,34,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",816,0.816,1
3,1,35,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",938,0.938,1
3,1,36,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",772,0.772,1
3,1,37,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",590,0.59,1
3,1,38,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",808,0.808,1
3,1,39,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",754,0.754,1
3,1,40,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",1004,1.004,1
3,1,41,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",741,0.741,1
3,1,42,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","n",688,0.688,0
3,1,43,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",810,0.81,1
3,1,44,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1012,1.012,1
3,1,45,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",718,0.718,1
3,1,46,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",664,0.664,1
3,1,47,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","m",706,0.706,0
3,1,48,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",892,0.892,1
3,1,49,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",790,0.79,1
3,1,50,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",736,0.736,1
3,1,51,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",731,0.731,1
3,1,52,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",677,0.677,1
3,1,53,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",767,0.767,1
3,1,54,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",953,0.953,0
3,1,55,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",802,0.802,1
3,1,56,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",732,0.732,1
3,1,57,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",838,0.838,1
3,1,58,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",704,0.704,1
3,1,59,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",858,0.858,1
3,1,60,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",660,0.66,1
3,2,1,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",971,0.971,1
3,2,2,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",677,0.677,1
3,2,3,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",751,0.751,1
3,2,4,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",713,0.713,1
3,2,5,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",723,0.723,1
3,2,6,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",829,0.829,1
3,2,7,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",887,0.887,1
3,2,8,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",609,0.609,1
3,2,9,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",651,0.651,1
3,2,10,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","n",853,0.853,0
3,2,11,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",847,0.847,1
3,2,12,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",650,0.65,1
3,2,13,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",708,0.708,1
3,2,14,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",654,0.654,1
3,2,15,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",680,0.68,1
3,2,16,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",674,0.674,1
3,2,17,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","m",731,0.731,0
3,2,18,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",629,0.629,1
3,2,19,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",671,0.671,1
3,2,20,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",841,0.841,1
3,2,21,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",772,0.772,1
3,2,22,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",798,0.798,1
3,2,23,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",632,0.632,1
3,2,24,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",818,0.818,1
3,2,25,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",796,0.796,1
3,2,26,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",646,0.646,1
3,2,27,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",752,0.752,1
3,2,28,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",794,0.794,1
3,2,29,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",676,0.676,1
3,2,30,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",863,0.863,0
3,2,31,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",809,0.809,1
3,2,32,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",882,0.882,1
3,2,33,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",700,0.7,1
3,2,34,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",774,0.774,1
3,2,35,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",832,0.832,1
3,2,36,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",714,0.714,1
3,2,37,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",740,0.74,1
3,2,38,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",654,0.654,1
3,2,39,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",633,0.633,1
3,2,40,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",707,0.707,1
3,2,41,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","n",717,0.717,0
3,2,42,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",839,0.839,1
3,2,43,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",817,0.817,1
3,2,44,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",811,0.811,1
3,2,45,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",885,0.885,1
3,2,46,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",702,0.702,1
3,2,47,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",648,0.648,1
3,2,48,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",771,0.771,1
3,2,49,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",701,0.701,1
3,2,50,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",679,0.679,1
3,2,51,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",689,0.689,1
3,2,52,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",907,0.907,1
3,2,53,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",757,0.757,1
3,2,54,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",799,0.799,1
3,2,55,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1113,1.113,1
3,2,56,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",771,0.771,1
3,2,57,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",861,0.861,1
3,2,58,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",648,0.648,1
3,2,59,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",594,0.594,1
3,2,60,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",891,0.891,1
3,3,1,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",594,0.594,1
3,3,2,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",796,0.796,1
3,3,3,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",646,0.646,1
3,3,4,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",768,0.768,1
3,3,5,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",746,0.746,1
3,3,6,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",836,0.836,1
3,3,7,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",654,0.654,1
3,3,8,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",680,0.68,1
3,3,9,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",706,0.706,1
3,3,10,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",844,0.844,1
3,3,11,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",758,0.758,1
3,3,12,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",704,0.704,1
3,3,13,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",746,0.746,1
3,3,14,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",740,0.74,1
3,3,15,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",734,0.734,1
3,3,16,"C.bmp","Bekende","Nonmatching","Friend","Self","Self","Self","m",632,0.632,1
3,3,17,"T.bmp","Vreemde","Nonmatching","Stranger","Friend","Friend","Close","m",1042,1.042,1
3,3,18,"C.bmp","Vreemde","Nonmatching","Stranger","Self","Self","Self","m",749,0.749,1
3,3,19,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",807,0.807,1
3,3,20,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",801,0.801,1
3,3,21,"S.bmp","Ikzelf","Nonmatching","Self","Stranger","Stranger","Stranger","m",698,0.698,1
3,3,22,"S.bmp","Bekende","Nonmatching","Friend","Stranger","Stranger","Stranger","m",980,0.98,1
3,3,23,"T.bmp","Ikzelf","Nonmatching","Self","Friend","Friend","Close","m",814,0.814,1
3,3,24,"T.bmp","Bekende","Matching","Friend","Friend","Friend","Close","n",696,0.696,1
3,3,25,"C.bmp","Ikzelf","Matching","Self","Self","Self","Self","n",642,0.642,1
3,3,26,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","Stranger","n",716,0.716,1
